0,1,Polygon
moped,3.0,0
moped,14.0,1
moped,4.0,2
moped,1.0,3
moped,11.0,4
cargo_bicycle,3.0,5
moped,23.0,5
bicycle,4.0,6
cargo_bicycle,1.0,6
moped,9.0,6
bicycle,17.0,8
moped,15.0,8
bicycle,1.0,9
moped,8.0,9
bicycle,7.0,10
cargo_bicycle,1.0,10
moped,35.0,10
cargo_bicycle,6.0,11
moped,11.0,11
cargo_bicycle,3.0,12
moped,22.0,12
moped,4.0,13
bicycle,6.0,14
moped,1.0,14
bicycle,40.0,15
cargo_bicycle,1.0,15
moped,19.0,15
bicycle,10.0,16
cargo_bicycle,1.0,16
moped,18.0,16
bicycle,9.0,17
moped,13.0,17
moped,4.0,18
moped,1.0,19
cargo_bicycle,1.0,20
moped,1.0,20
cargo_bicycle,1.0,21
moped,13.0,21
bicycle,10.0,22
moped,6.0,22
moped,10.0,23
moped,5.0,24
bicycle,1.0,25
moped,13.0,25
bicycle,11.0,26
moped,17.0,26
bicycle,30.0,27
cargo_bicycle,12.0,27
moped,25.0,27
bicycle,5.0,28
cargo_bicycle,3.0,28
moped,5.0,28
bicycle,19.0,29
cargo_bicycle,3.0,29
moped,7.0,29
bicycle,4.0,30
cargo_bicycle,1.0,30
moped,7.0,30
bicycle,10.0,31
cargo_bicycle,2.0,31
moped,14.0,31
bicycle,3.0,32
cargo_bicycle,1.0,32
moped,5.0,32
bicycle,5.0,33
cargo_bicycle,3.0,33
moped,7.0,33
bicycle,9.0,34
cargo_bicycle,7.0,34
moped,22.0,34
bicycle,8.0,36
cargo_bicycle,1.0,36
moped,37.0,36
bicycle,12.0,37
cargo_bicycle,4.0,37
moped,17.0,37
bicycle,11.0,38
cargo_bicycle,6.0,38
moped,24.0,38
bicycle,4.0,39
cargo_bicycle,2.0,39
bicycle,3.0,40
cargo_bicycle,3.0,40
moped,11.0,40
bicycle,65.0,41
moped,5.0,41
bicycle,20.0,42
moped,5.0,42
bicycle,9.0,43
moped,14.0,43
moped,17.0,44
moped,5.0,45
bicycle,20.0,46
moped,3.0,46
cargo_bicycle,3.0,47
moped,8.0,47
cargo_bicycle,2.0,48
moped,12.0,48
bicycle,5.0,50
cargo_bicycle,1.0,50
moped,6.0,50
bicycle,8.0,55
moped,25.0,55
moped,19.0,56
moped,4.0,58
moped,11.0,59
moped,1.0,62
bicycle,22.0,65
moped,2.0,65
bicycle,3.0,66
moped,9.0,66
bicycle,15.0,67
moped,12.0,67
bicycle,7.0,69
moped,5.0,69
bicycle,2.0,70
moped,3.0,70
moped,1.0,71
moped,12.0,72
moped,2.0,73
bicycle,12.0,74
cargo_bicycle,3.0,74
moped,9.0,74
moped,3.0,75
moped,1.0,76
bicycle,2.0,85
moped,17.0,85
bicycle,3.0,86
cargo_bicycle,2.0,86
moped,6.0,86
moped,5.0,87
bicycle,12.0,88
moped,12.0,88
moped,1.0,92
bicycle,4.0,94
moped,2.0,94
bicycle,5.0,95
cargo_bicycle,1.0,95
moped,3.0,95
moped,13.0,96
moped,2.0,97
scooter,1.0,97
bicycle,4.0,98
moped,4.0,98
bicycle,9.0,99
moped,24.0,99
bicycle,1.0,100
moped,9.0,100
bicycle,5.0,101
moped,12.0,101
bicycle,1.0,102
moped,16.0,102
moped,21.0,103
bicycle,7.0,104
moped,7.0,104
moped,3.0,105
bicycle,9.0,106
cargo_bicycle,1.0,106
moped,10.0,106
bicycle,2.0,107
moped,22.0,107
bicycle,4.0,108
moped,10.0,108
moped,7.0,109
