0,1,Polygon
moped,8.0,0
moped,2.0,1
bicycle,1.0,2
moped,5.0,2
moped,9.0,3
moped,19.0,4
cargo_bicycle,5.0,5
moped,34.0,5
bicycle,6.0,6
cargo_bicycle,2.0,6
moped,19.0,6
bicycle,8.0,8
moped,3.0,8
bicycle,11.0,9
moped,3.0,9
bicycle,4.0,10
cargo_bicycle,10.0,10
moped,6.0,10
cargo_bicycle,7.0,11
moped,3.0,11
cargo_bicycle,5.0,12
moped,9.0,12
moped,12.0,13
bicycle,5.0,14
moped,1.0,14
bicycle,27.0,15
cargo_bicycle,1.0,15
moped,10.0,15
bicycle,16.0,16
cargo_bicycle,1.0,16
moped,11.0,16
bicycle,10.0,17
moped,6.0,17
moped,14.0,18
moped,16.0,19
moped,11.0,20
cargo_bicycle,2.0,21
moped,3.0,21
bicycle,7.0,22
moped,3.0,22
moped,43.0,23
cargo_bicycle,1.0,24
moped,14.0,24
bicycle,6.0,25
moped,5.0,25
bicycle,11.0,26
moped,8.0,26
bicycle,37.0,27
cargo_bicycle,13.0,27
moped,29.0,27
bicycle,4.0,28
cargo_bicycle,3.0,28
moped,3.0,28
bicycle,26.0,29
cargo_bicycle,3.0,29
moped,14.0,29
bicycle,2.0,30
cargo_bicycle,3.0,30
moped,10.0,30
cargo_bicycle,2.0,31
moped,2.0,31
bicycle,3.0,32
cargo_bicycle,1.0,32
bicycle,5.0,33
cargo_bicycle,3.0,33
moped,1.0,33
bicycle,16.0,34
cargo_bicycle,9.0,34
moped,25.0,34
bicycle,6.0,36
cargo_bicycle,2.0,36
moped,29.0,36
bicycle,15.0,37
cargo_bicycle,7.0,37
moped,6.0,37
bicycle,13.0,38
cargo_bicycle,5.0,38
moped,19.0,38
bicycle,3.0,39
cargo_bicycle,2.0,39
moped,1.0,39
bicycle,6.0,40
cargo_bicycle,2.0,40
moped,8.0,40
bicycle,43.0,41
moped,12.0,41
bicycle,22.0,42
moped,13.0,42
bicycle,8.0,43
moped,12.0,43
moped,21.0,44
moped,44.0,45
bicycle,18.0,46
moped,13.0,46
cargo_bicycle,3.0,47
moped,19.0,47
cargo_bicycle,2.0,48
moped,12.0,48
bicycle,5.0,50
cargo_bicycle,1.0,50
moped,2.0,50
bicycle,7.0,55
moped,16.0,55
moped,15.0,56
moped,1.0,57
cargo_bicycle,1.0,58
moped,5.0,58
moped,4.0,59
moped,1.0,62
bicycle,7.0,65
moped,10.0,65
bicycle,1.0,66
cargo_bicycle,1.0,66
moped,4.0,66
bicycle,16.0,67
moped,3.0,67
bicycle,11.0,69
moped,2.0,69
moped,4.0,70
moped,1.0,71
moped,6.0,72
moped,4.0,73
bicycle,4.0,74
cargo_bicycle,2.0,74
moped,10.0,74
moped,7.0,75
moped,3.0,76
bicycle,1.0,85
moped,11.0,85
bicycle,3.0,86
cargo_bicycle,2.0,86
moped,10.0,86
moped,3.0,87
bicycle,11.0,88
moped,4.0,88
bicycle,6.0,94
moped,2.0,94
bicycle,2.0,95
cargo_bicycle,2.0,95
moped,1.0,95
moped,17.0,96
moped,3.0,97
scooter,1.0,97
bicycle,7.0,98
moped,2.0,98
bicycle,14.0,99
moped,14.0,99
bicycle,3.0,100
moped,4.0,100
bicycle,6.0,101
moped,13.0,101
moped,9.0,102
moped,35.0,103
bicycle,6.0,104
moped,9.0,104
moped,4.0,105
bicycle,2.0,106
cargo_bicycle,1.0,106
moped,7.0,106
bicycle,1.0,107
moped,2.0,107
bicycle,9.0,108
cargo_bicycle,1.0,108
moped,8.0,108
moped,10.0,109
